income,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
23748,0,24,0,2,607.095655
40589,23,68,0,2,331.2
50809,29,58,0,2,290.381707
66676,0,40,0,1,558.099357
52339,7,55,3,2,336.0
14973,2,75,0,2,828.0
0,2,47,0,4,540.514115
31546,4,83,0,9,100.049832
67763,17,69,1,1,59.861963
83170,0,53,0,2,344.118069
19464,10,94,1,1,871.505797
66943,33,10,1,7,53.084753
81872,10,55,0,2,256.43803
50450,11,68,0,2,135.892444
21342,34,72,0,3,74.350893
34621,21,32,1,8,621.464468
62396,13,18,0,2,307.2
97212,28,61,0,1,360.05589
49648,0,23,0,1,65.954813
97984,1,36,1,5,407.450118
26308,10,30,0,3,547.2
63528,15,23,0,1,1228.8
20225,27,64,1,6,547.2
0,3,84,0,7,806.4
87620,3,15,0,2,24.063693
0,22,79,0,2,311.329282
34990,23,73,0,1,42.689135
99934,9,12,0,3,460.323855
85702,9,74,0,6,249.085887
94648,19,64,0,1,331.2
24516,11,23,0,8,300.607591
61063,21,4,0,2,262.504882
0,27,91,0,1,263.365432
0,23,71,0,6,307.2
15169,34,15,0,3,302.4
55390,34,29,0,2,256.268091
27592,6,29,0,1,297.6
88264,8,34,0,1,297.6
83297,6,28,0,1,542.4
0,35,82,0,7,1353.6
0,21,21,0,2,432.0
55897,33,5,0,1,499.2
21297,26,56,0,1,45.507952
87560,4,86,1,2,470.4
0,5,7,4,1,691.2
0,3,53,0,1,408.0
89398,5,57,0,1,82.409922
36843,12,11,3,1,357.642982
0,23,16,0,4,643.2
34946,30,63,0,1,420.35698
75680,27,6,0,6,136.787725
0,23,13,0,7,331.2
37722,8,23,0,8,158.077504
10269,12,5,0,3,170.798204
49714,29,64,3,4,266.165535
77517,19,20,0,2,98.921782
81082,5,85,0,4,281.295903
72540,7,3,0,2,631.743039
0,8,58,0,1,468.0
61546,4,27,0,3,29.209521
44818,25,41,1,2,136.883999
17622,1,36,1,3,312.0
0,14,24,0,1,518.4
79797,27,46,0,1,31.755601
36234,0,44,0,5,113.534474
28919,5,88,0,3,830.4
0,6,93,0,8,480.159011
63568,19,5,0,2,390.792553
73935,13,29,1,1,72.071195
0,15,56,0,3,316.8
18846,16,84,0,3,552.0
38893,19,40,0,9,41.965252
0,25,5,0,1,1027.000029
84824,7,4,0,9,319.820747
20068,8,28,0,3,411.011162
0,21,34,0,1,600.0
0,32,61,0,8,648.0
97245,29,29,0,2,4.110585
51808,3,12,1,1,351.149904
71391,29,39,0,2,284.000172
0,17,44,0,7,496.474767
0,5,54,0,7,925.137143
23496,17,88,0,8,13.164097
22562,4,81,0,1,312.0
23986,31,3,0,1,463.335061
22974,0,8,0,1,180.667969
0,21,35,0,2,484.8
61844,19,74,0,2,508.8
24804,19,98,0,2,350.4
27760,13,71,0,2,302.764283
74454,25,29,0,3,340.8
29462,28,23,1,1,513.6
52266,14,98,0,1,141.922839
0,18,99,0,2,349.783046
23599,20,46,0,1,494.4
36088,16,31,0,9,345.6
70534,31,71,0,3,54.065538
27398,4,71,1,2,600.0
85296,15,47,0,6,342.515136
31063,20,19,0,2,441.6
0,8,28,0,3,1027.177255
52367,25,64,0,1,275.989978
58651,6,95,0,3,472.599683
84831,13,37,0,2,1336.931716
49088,17,87,1,2,547.2
70263,30,66,0,5,7.345946
45354,5,51,0,1,540.141566
0,11,73,0,2,383.363758
28334,3,44,0,7,537.765151
38772,8,87,0,2,321.873474
41479,14,38,1,1,19.575683
23909,21,86,0,2,571.2
48328,22,12,0,7,108.138715
86689,3,72,0,1,408.0
24204,25,41,1,1,707.303416
25943,26,83,0,1,1067.333126
0,5,72,0,7,807.947292
62375,34,34,0,1,618.630955
0,7,24,0,2,404.272806
0,8,18,0,2,710.4
70200,25,10,0,2,312.0
0,16,62,0,1,707.977614
79027,13,37,0,5,336.0
26736,6,64,0,1,367.92773
26893,1,31,0,5,68.226001
47406,2,96,1,6,287.149807
17622,1,36,1,3,312.0
27572,11,57,0,2,595.2
0,7,34,2,7,391.636628
32802,31,8,0,1,547.2
18400,26,52,0,8,640.8
90844,10,98,0,2,232.674417
44685,1,41,0,2,331.2
0,30,8,0,1,336.50961
42589,8,73,0,1,470.4
0,17,55,0,2,345.6
63009,17,49,0,2,485.286815
79583,12,76,2,1,523.2
89129,24,93,0,1,328.870868
0,23,15,0,1,496.8
94389,16,76,0,8,85.063708
0,5,50,0,9,1418.4
84106,0,86,0,2,334.408717
0,2,71,0,1,42.096415
76717,26,10,0,6,300.528579
51978,18,81,0,1,144.782152
47325,0,92,0,6,64.598216
86721,33,10,0,3,532.8
24910,7,63,1,1,347.857619
90125,1,72,0,3,128.645946
0,24,40,2,9,525.6
89451,11,2,0,1,61.769564
59537,23,5,0,7,316.8
0,6,37,0,1,955.2
54193,2,83,0,2,720.752945
86946,13,14,0,7,340.656963
0,15,36,0,2,546.524896
12160,5,34,0,1,489.411833
33701,16,67,0,5,171.325856
33531,11,15,0,1,801.577478
69417,30,78,1,1,30.874869
38644,28,0,1,1,361.455219
63209,20,28,2,2,207.320041
16061,26,23,0,1,633.6
79487,20,87,0,1,547.2
54230,10,21,0,9,537.6
71210,8,89,1,2,1027.2
94903,3,38,0,1,451.2
27293,20,55,0,6,469.030907
70950,6,12,0,1,565.929394
0,19,9,0,1,302.4
37009,1,45,0,1,145.673348
52629,30,22,0,6,136.684141
31264,9,54,1,2,825.657746
65473,4,14,0,2,277.685667
0,13,7,0,1,468.0
99144,29,51,0,1,292.8
22520,17,64,0,3,350.4
36615,14,7,0,5,264.563772
64455,5,43,0,2,133.735395
76374,21,28,0,7,292.8
35457,0,93,0,1,641.230581
56005,31,30,1,3,326.4
61040,12,24,1,4,20.382876
81367,2,32,0,4,415.768941
44817,23,89,0,2,527.421579
58508,32,11,0,1,57.614392
45259,1,27,0,4,272.217171
30817,25,43,0,1,91.834668
0,3,65,0,1,345.6
40870,3,56,0,2,504.0
35001,18,87,3,1,460.8
49937,1,45,0,2,302.586407
0,35,75,0,1,523.2
58317,0,56,0,2,350.4
0,15,61,0,7,523.2
17101,1,88,0,2,542.4
0,14,64,0,4,566.4
0,24,53,0,3,468.0
24398,14,79,1,3,302.4
24641,16,57,0,1,294.92773
69040,4,88,0,1,518.4
17101,1,88,0,2,542.4
59886,30,1,0,4,71.729298
14290,20,40,0,1,1300.8
43137,8,41,0,8,460.8
27978,3,21,1,7,447.911255
25261,31,9,0,1,566.4
58652,14,75,5,1,307.2
28321,34,32,0,1,537.391704
0,35,79,0,2,496.8
0,20,12,0,6,518.4
0,17,25,0,6,633.6
94415,6,53,1,1,492.770321
0,4,67,0,2,1149.203884
45331,0,8,0,2,572.635987
53904,1,17,2,1,321.6
0,18,58,0,2,811.086484
0,11,36,2,7,336.0
0,20,38,0,8,482.4
28142,18,50,0,1,701.708239
74422,4,3,1,3,95.338505
35095,25,56,0,2,525.6
55588,15,40,0,2,547.2
52391,9,32,0,3,409.763267
42240,25,10,0,2,46.386546
70146,28,65,0,1,157.440069
41121,20,56,0,2,451.2
71210,8,89,1,2,1027.2
0,34,70,1,1,1261.943541
41228,19,13,0,1,340.8
40598,35,98,0,5,302.791402
0,28,59,0,1,596.050118
51790,12,43,0,1,340.8
92593,4,53,0,1,8.44322
28657,4,55,0,2,588.742251
30262,0,96,1,9,499.22561
47197,19,91,0,2,76.112618
0,25,20,0,6,451.2
0,2,15,0,2,541.561209
0,22,68,0,1,964.8
22093,15,8,0,9,616.749885
54483,6,57,0,1,292.8
18944,20,64,0,1,125.274351
84365,14,42,0,2,316.8
0,20,13,0,4,137.169296
25147,7,54,0,1,694.598288
14315,33,16,0,1,511.2
87864,19,42,0,8,421.456547
57844,16,31,1,2,408.0
17913,0,39,0,1,556.8
28806,35,75,0,2,475.2
90343,11,68,0,3,833.072722
79041,14,48,0,3,419.26062
99845,23,25,1,8,528.0
85019,26,92,0,1,801.6
70059,1,97,0,1,253.740993
70503,11,11,1,2,41.05291
0,9,78,0,1,561.6
39492,20,81,0,1,756.0
0,9,34,0,1,489.6
50405,6,21,1,9,7.069583
96021,5,30,0,5,315.004602
0,26,97,0,1,422.947888
0,13,22,0,1,756.0
65794,10,14,1,1,277.27294
21975,28,63,0,1,456.0
0,19,17,0,4,604.8
56649,12,8,0,1,780.090361
0,22,96,0,2,868.8
92296,4,65,0,1,331.2
39448,10,14,3,5,66.020788
71794,19,48,0,1,457.471225
21861,3,11,0,1,348.278032
31591,17,65,4,1,240.241499
60662,10,38,0,2,326.4
20608,10,24,0,1,350.4
21331,18,84,0,2,419.062661
0,16,19,1,2,252.149798
90783,0,38,2,2,285.745227
36631,30,77,0,1,67.530904
0,15,46,0,6,417.6
26030,25,29,1,2,667.2
0,6,24,0,6,469.491537
0,14,77,0,1,542.4
25302,13,16,1,2,336.0
16483,14,68,0,9,320.519977
0,29,92,0,2,590.4
73222,24,43,0,3,821.51673
22061,25,25,0,8,355.2
86321,7,25,0,1,316.8
54668,3,41,1,6,326.4
0,15,80,0,3,297.6
69497,30,31,0,2,92.286763
86617,9,10,0,1,188.325603
22705,19,59,0,7,1294.700423
20836,25,2,0,9,193.57032
88410,30,31,0,1,475.2
0,26,33,0,9,496.8
21073,25,54,1,3,508.8
0,16,77,0,2,316.8
66429,35,93,0,1,57.712985
66889,6,16,0,1,294.319428
36088,16,31,0,9,345.6
75217,12,47,1,2,147.080303
0,8,9,0,2,489.6
17557,6,5,0,1,666.724937
81064,20,4,4,3,42.238585
0,2,45,0,5,700.331425
75313,16,64,1,2,527.139074
45703,17,36,0,9,470.4
40036,2,85,0,2,48.828732
0,23,84,0,1,191.640085
65870,21,40,1,2,202.847644
91469,11,89,2,2,418.864555
42090,0,61,0,3,203.352239
21368,7,2,0,6,4.61262
78362,16,66,0,2,525.6
33879,16,82,0,2,470.4
72874,26,31,0,6,336.0
0,29,23,1,2,393.6
0,9,23,0,6,550.825934
72215,22,23,0,2,247.911872
39854,6,4,0,7,261.930545
36655,15,81,0,9,295.223164
37995,16,50,0,1,667.2
40867,21,98,0,7,537.6
28804,6,84,0,3,76.025368
48409,13,60,0,2,345.211703
19683,17,41,1,9,561.6
88706,14,72,1,2,528.0
89689,14,4,0,2,136.829537
67241,22,6,1,9,5.674809
75436,10,20,0,2,9.747443
91761,33,20,2,1,779.052276
25771,21,58,0,4,1253.984948
60920,10,61,0,2,231.201886
96869,25,97,0,3,628.498605
17752,26,87,0,1,369.6
60944,10,38,2,4,623.505066
22081,1,9,0,6,451.670309
73695,28,84,0,1,403.2
0,11,0,0,1,936.0
95697,16,55,0,1,114.273025
15300,17,16,0,9,408.0
0,34,61,0,9,628.8
12902,3,51,0,1,667.2
29809,13,17,0,9,365.312072
0,17,27,0,2,355.2
0,21,18,0,3,460.8
25998,16,38,0,2,791.878042
28248,25,89,0,1,634.385937
68103,28,91,0,1,277.795988
0,33,54,0,3,741.6
81079,11,5,0,1,134.222332
22732,31,35,0,1,15.616535
49825,14,27,3,2,336.0
0,11,92,0,1,621.959357
77265,23,9,0,1,513.6
0,20,41,0,7,779.629297
12876,8,90,2,3,425.964628
36431,27,59,0,2,513.252488
25927,6,20,0,1,674.973614
26811,22,82,0,3,465.763576
41711,3,89,0,1,351.286604
35091,27,19,0,9,418.927204
0,17,33,0,3,417.6
22081,1,9,0,6,451.670309
0,7,90,1,5,446.4
31320,30,95,0,5,293.86579
0,25,5,0,1,1027.000029
33947,10,48,1,1,192.213037
0,10,31,0,2,446.4
21189,4,2,0,2,316.8
73759,2,25,3,6,547.2
0,3,93,0,1,820.8
44988,30,57,0,3,518.4
33432,28,43,0,2,161.423101
46503,4,21,1,1,1032.0
0,12,12,0,6,973.787176
23636,19,10,0,3,81.452537
66429,35,93,0,1,57.712985
28466,33,91,0,1,371.802628
58082,31,66,1,1,103.022126
36523,28,67,0,2,101.353875
54710,13,46,0,2,294.058449
73466,2,71,1,6,204.74051
51643,16,43,0,1,1358.4
83846,22,94,3,2,355.2
0,31,77,0,1,1207.084251
53338,24,35,1,1,35.45384
75203,0,13,1,2,384.0
60475,9,18,0,1,513.6
30658,6,67,0,2,441.757585
0,28,11,0,1,660.430456
60420,8,74,0,8,632.944366
0,9,31,0,2,312.0
62739,29,80,0,3,239.328571
15144,2,71,0,1,372.652536
44428,17,61,0,2,499.2
58297,19,94,5,1,647.039443
42191,2,43,1,2,68.647736
26057,3,63,0,2,523.888845
26608,12,14,0,6,234.234301
0,8,27,0,9,272.843439
66429,35,93,0,1,57.712985
25970,18,30,3,2,430.818992
48268,28,26,0,2,1605.6
24279,16,97,0,2,604.8
0,11,92,0,5,871.2
0,30,26,0,5,921.6
71879,1,64,0,2,9.163065
57760,9,67,0,3,223.950089
20976,20,86,1,1,735.683769
67137,0,49,5,6,314.880326
50148,0,45,0,1,323.485239
23008,29,49,1,1,80.663097
0,12,67,0,1,590.4
84869,5,65,0,4,408.0
0,21,67,0,1,316.8
86860,13,29,0,1,513.6
44695,14,51,2,2,81.166323
0,35,38,0,1,554.4
23046,18,7,3,2,1.687291
0,1,44,0,4,392.951076
84811,27,38,0,2,278.284943
0,13,89,0,4,436.8
0,29,35,0,1,331.2
40117,6,55,0,2,750.082794
72140,22,66,2,1,417.6
0,5,46,0,1,652.8
12495,32,62,0,1,312.0
0,33,75,2,1,482.4
0,4,72,0,7,345.6
36495,14,97,1,3,229.930796
86801,5,20,0,2,371.108203
52679,21,3,0,4,117.998498
90804,29,67,0,5,434.09776
22404,0,62,1,4,211.136067
14262,27,9,0,1,290.432527
36844,10,11,0,1,283.966321
58703,32,26,2,6,227.916076
65162,11,59,0,1,134.430084
54964,13,53,0,1,525.515271
61401,8,77,0,3,144.439335
25147,7,54,0,1,694.598288
73536,29,27,0,6,172.518524
24860,2,35,0,8,350.4
65404,16,79,0,1,300.703109
34510,0,54,0,1,388.8
0,7,55,0,1,777.6
40113,2,43,3,5,262.047663
20993,35,90,0,1,638.4
0,2,34,1,1,292.8
83846,22,94,3,2,355.2
62587,30,47,0,2,412.8
0,17,10,0,2,496.8
73345,7,62,0,1,513.6
0,30,44,0,1,989.105367
22705,19,59,0,7,1294.700423
21440,7,19,0,1,972.0
22627,19,43,0,8,321.6
38702,7,32,3,3,253.364333
26790,4,41,0,1,340.8
64859,24,11,0,8,266.949266
0,31,15,0,1,479.097472
69263,8,12,2,1,494.847804
82655,8,93,0,1,316.8
29401,30,56,0,4,312.0
0,5,62,0,7,379.2
26480,13,17,0,3,378.695238
0,34,35,1,1,292.8
0,12,21,0,5,904.385726
73268,18,18,0,1,93.623377
95579,19,78,0,2,308.631159
42142,1,8,0,3,396.17554
26676,7,96,0,1,537.6
41279,1,30,0,2,251.429988
15529,1,64,0,9,1965.6
0,4,24,0,6,1448.994134
23170,21,67,0,1,340.8
17343,9,92,0,5,208.659743
25854,24,37,0,9,396.284835
46900,13,59,0,1,316.8
64125,3,44,0,3,369.818708
85355,34,47,2,2,458.568921
21604,14,28,0,1,379.2
0,0,62,0,2,513.6
53998,5,38,5,8,414.519064
0,9,94,0,2,350.4
68776,28,78,0,1,87.861666
45039,27,94,0,2,192.144838
27658,4,75,0,2,160.07526
64113,24,32,0,2,561.6
41829,11,41,0,2,416.365369
21514,0,59,0,2,257.248789
27722,3,29,0,9,331.2
21506,11,42,0,4,826.658992
10312,10,63,0,1,486.278557
73054,34,36,1,2,419.365958
73775,14,51,0,3,321.6
44788,6,48,0,2,386.031248
22510,19,48,0,2,456.0
54613,29,62,0,5,731.559007
25965,23,27,0,1,329.206567
34911,6,31,1,1,126.779673
78618,7,56,0,1,225.578841
61080,7,41,2,9,294.284951
60415,10,31,0,5,72.665253
25143,34,38,0,1,8.737111
41045,9,28,1,2,394.582401
97729,18,21,0,1,97.176153
55702,13,55,0,6,151.13336
93272,3,54,0,1,281.110788
23665,19,50,0,2,404.817249
20228,3,43,1,2,523.815839
38713,31,69,4,6,316.8
23815,4,47,0,2,424.330166
0,15,31,3,1,446.4
47221,8,79,0,1,475.2
34495,27,29,0,2,389.673944
46264,17,75,0,1,199.37361
46051,16,34,0,1,302.4
23975,8,39,0,1,614.4
0,4,12,4,2,580.886785
78561,7,50,0,1,355.2
0,4,63,0,7,432.0
61402,14,56,2,1,302.4
65090,28,3,0,1,73.995096
88495,2,83,0,1,535.926948
52797,14,13,1,2,88.173438
31278,24,95,4,1,441.6
24177,4,37,1,2,441.6
96339,1,44,0,1,293.205349
68164,27,37,2,6,222.582872
0,17,57,0,5,340.8
21603,11,46,2,1,326.4
0,11,20,0,2,117.744416
0,5,33,1,7,524.836298
34990,23,73,0,1,42.689135
22849,5,75,0,4,523.2
32893,13,14,0,1,174.086385
0,24,15,0,1,350.4
0,7,25,0,3,1186.972445
26876,17,72,0,8,364.8
71663,23,22,0,2,84.494022
0,1,56,0,1,331.2
16994,25,12,0,8,806.4
64270,12,58,0,1,46.104534
0,4,3,0,3,597.6
0,29,70,0,1,358.765757
56342,12,89,0,1,331.2
0,25,21,0,6,837.438442
28327,29,26,0,3,888.0
95697,16,55,0,1,114.273025
26876,17,72,0,8,364.8
0,17,91,0,2,734.4
0,31,43,0,2,657.808231
32918,33,69,0,3,403.2
0,4,76,0,2,447.333545
63127,35,17,1,1,174.292234
22022,35,1,0,2,979.2
51725,9,16,1,2,159.004261
79090,2,74,0,3,289.040734
39719,1,57,0,3,628.8
58194,26,23,0,2,450.996589
61990,21,47,0,9,48.884434
41479,14,38,1,1,19.575683
97899,29,73,3,7,3.772105
63878,32,47,0,9,370.285349
68671,30,49,0,6,8.076879
0,19,13,0,3,1178.995926
34640,23,54,2,1,466.318191
21959,0,69,0,1,340.8
51584,11,98,2,2,368.919773
65744,9,77,0,1,166.507217
25198,26,36,0,4,566.4
79663,14,39,0,1,263.957201
31071,0,57,2,1,215.23091
39452,6,54,0,1,398.190882
25813,16,97,0,8,205.332749
59965,7,54,0,7,905.030448
0,23,90,0,1,544.362598
98701,22,66,0,3,79.615631
0,5,94,0,8,871.2
64388,9,46,0,2,12.394834
66841,4,73,0,1,123.436634
33738,6,50,1,1,304.390472
43334,3,72,2,1,614.367195
0,13,89,0,1,245.673365
83431,13,33,0,1,403.2
57647,3,99,0,1,451.2
0,17,4,0,3,379.2
38210,25,41,0,3,383.043363
0,28,72,0,2,482.4
49734,3,41,0,2,154.748539
97131,5,80,0,6,307.2
11689,7,46,0,1,561.6
17120,14,95,0,1,717.285949
82157,5,33,0,1,1353.6
63297,1,33,0,1,251.756739
66014,34,11,0,2,459.966453
98121,22,49,0,1,383.655742
93495,8,0,0,9,618.20653
89382,2,61,0,3,573.990258
97742,6,52,0,1,199.590599
0,29,96,0,2,820.8
0,30,8,0,1,525.6
77153,3,27,1,5,355.641958
94590,26,31,0,2,388.8
74163,14,63,0,1,518.4
40450,8,20,3,7,1377.6
0,8,30,0,8,511.2
0,12,77,0,4,475.2
33243,13,19,0,1,24.555177
0,25,80,0,1,199.791024
0,33,55,0,2,820.8
20228,3,43,1,2,523.815839
92801,24,23,0,1,407.045238
0,7,45,1,2,406.999443
36845,14,33,0,1,355.2
0,28,82,0,2,503.204804
72330,2,50,2,1,126.509441
19352,16,0,0,1,724.463534
0,13,6,5,2,297.6
25073,3,84,0,2,379.2
20261,4,55,0,1,345.6
66851,10,70,2,2,408.550442
43860,15,58,0,1,156.124914
0,21,68,0,1,1777.471271
48019,15,94,0,2,137.665031
28786,30,69,1,1,345.619809
22283,16,93,0,1,572.072106
34133,0,72,0,7,226.9684
60880,25,89,0,2,109.906628
0,5,59,2,1,940.8
48115,15,67,0,5,1382.4
32017,9,10,2,7,297.6
58518,17,9,0,3,323.637414
61542,33,83,0,6,321.6
56761,31,80,1,1,85.146928
22976,19,33,0,4,345.951322
0,14,29,0,2,709.082334
0,8,98,0,2,446.4
0,20,53,0,2,315.950185
44428,17,61,0,2,499.2
52361,13,78,0,1,645.952371
32435,24,68,0,1,1767.348807
40272,8,64,0,1,23.387192
30492,32,68,0,2,171.38289
51524,6,30,0,3,1171.2
36635,20,28,0,1,302.4
83389,5,57,0,3,209.25613
63035,20,97,0,2,734.4
61638,3,55,2,1,544.340079
21073,25,54,1,3,508.8
0,19,2,3,2,326.4
0,26,12,0,9,192.7604
0,23,64,0,2,532.8
86811,19,22,0,5,489.6
72517,33,27,0,2,371.458196
0,2,71,0,9,554.4
84424,18,71,0,9,231.537001
43383,7,60,0,8,757.593913
96306,12,17,1,6,185.355353
0,18,15,0,8,292.8
65134,28,48,0,1,529.147483
94125,33,21,0,2,341.680131
39778,23,49,0,2,806.4
0,3,32,0,1,727.2
91871,5,3,0,2,346.845129
54000,15,45,0,1,373.881547
57709,10,26,0,1,600.0
81132,19,52,0,1,419.105559
22926,1,99,0,2,479.934846
0,15,91,2,2,345.6
69205,20,56,0,6,372.362565
78011,14,42,0,3,619.698644
32931,16,45,0,1,297.6
99517,2,93,0,3,239.905208
59665,33,3,1,1,167.138119
28082,9,63,0,1,578.499499
91099,14,37,0,3,406.430632
28013,16,13,0,1,655.2
55478,7,1,0,2,339.399593
22568,31,63,0,6,422.4
0,11,3,0,1,806.4
39335,0,11,0,2,964.8
0,0,10,0,1,508.703134
0,12,70,0,3,345.6
58842,6,74,0,1,528.0
0,15,73,0,2,678.209827
0,11,90,0,5,489.6
70037,6,61,0,1,409.985435
0,19,75,0,3,446.4
59847,28,62,0,1,921.6
26630,19,27,0,8,581.077056
48039,4,37,0,1,11.451889
0,2,38,0,1,441.6
0,18,50,0,1,1227.458548
0,18,91,0,1,101.826804
88891,17,56,0,3,50.528355
36537,19,4,0,2,165.309001
0,18,80,1,3,552.0
53603,30,1,1,1,697.272246
0,14,17,0,9,6.281344
92374,16,9,1,3,220.018279
39658,32,53,0,7,316.8
0,0,35,0,7,556.8
0,0,86,0,3,336.0
0,1,60,0,1,328.314222
50755,21,25,0,1,436.8
93383,31,64,0,1,244.212286
0,11,56,0,5,680.047456
50607,15,0,0,9,657.6
72302,6,27,0,1,316.8
0,16,70,0,2,1072.8
0,20,14,0,4,1051.2
60920,10,61,0,2,231.201886
0,4,98,0,6,504.0
55674,10,95,0,3,81.710575
0,28,90,0,5,2201.327879
25317,15,97,0,1,50.422181
42983,28,18,0,1,412.8
26802,7,43,1,5,316.8
0,27,96,0,2,469.229028
53808,26,91,0,7,189.835063
93403,18,32,0,1,295.224598
26435,32,50,1,1,1012.249308
0,21,69,0,7,326.4
39854,6,4,0,7,261.930545
0,0,94,0,3,1052.933035
91368,13,95,0,1,395.328407
0,11,63,0,8,552.0
92850,3,28,1,2,499.2
0,0,9,3,2,813.6
30915,1,6,2,2,345.6
48927,1,51,0,9,139.354893
0,30,32,0,2,412.8
61108,22,93,0,2,49.451117
48015,24,57,0,1,528.0
0,8,78,0,9,292.8
57587,4,83,0,7,257.090387
70301,7,43,0,7,328.942798
81119,3,67,0,3,940.8
65724,13,66,0,2,14.518312
53351,4,7,0,6,571.2
56146,0,91,0,1,401.785805
84658,21,93,0,1,44.780402
33257,15,14,1,4,345.6
25965,23,27,0,1,329.206567
31115,21,20,0,3,441.6
78487,5,17,0,2,448.255019
92472,0,3,0,3,240.221415
0,9,17,0,2,460.8
25472,5,86,0,9,350.4
60475,9,18,0,1,513.6
26577,9,40,0,7,73.719521
0,27,81,0,5,511.2
43461,24,47,0,6,307.2
0,2,61,0,6,676.8
69085,10,14,0,1,472.271907
0,1,94,0,5,604.8
42526,12,71,0,1,287.5426
0,11,36,0,6,783.431945
0,35,78,1,1,1272.546918
0,10,32,0,1,763.2
58361,17,16,0,2,43.599861
74092,17,72,0,3,321.6
0,2,52,0,1,380.822087
73168,21,50,0,3,425.800112
22853,16,89,0,1,316.35678
0,6,44,0,1,900.0
12075,16,23,0,5,451.2
62464,23,45,0,4,400.181882
22520,17,64,0,3,350.4
35012,0,50,0,6,345.6
95140,6,52,0,2,45.049185
82477,1,69,0,1,432.0
85871,4,25,1,1,112.633539
71592,15,18,0,2,141.725051
70446,31,99,0,9,155.570802
24314,20,60,0,1,1128.0
79751,15,67,0,1,392.235698
83318,21,58,0,3,345.6
26161,8,70,0,1,594.444586
30473,20,35,0,1,450.080101
50472,6,67,0,3,281.163705
94186,20,50,0,3,135.340489
47611,17,65,0,4,593.654484
0,17,56,0,4,518.720216
91245,16,50,0,2,19.251693
45944,20,4,0,1,182.948495
59649,33,71,1,8,167.738267
52785,2,90,0,1,45.721456
59648,20,72,0,2,316.8
93272,3,54,0,1,281.110788
22134,13,81,0,3,445.879224
69050,17,38,0,3,334.892437
87798,18,73,0,1,204.448708
0,0,66,0,1,305.552429
43811,24,10,0,4,571.136574
0,25,63,0,3,655.2
92456,8,3,0,4,456.0
59207,23,21,0,2,556.8
64519,6,29,1,1,331.2
11432,11,9,0,2,571.2
0,6,28,0,2,81.255741
32607,27,79,1,8,532.8
26444,4,14,0,1,940.8
39381,6,55,1,7,355.2
0,21,67,0,8,946.345269
90217,14,88,1,5,316.8
24248,33,82,3,1,336.0
99368,34,6,0,3,82.427785
68189,10,17,1,2,343.121192
32370,31,84,0,2,487.736171
34990,23,73,0,1,42.689135
25714,17,57,0,5,321.6
61091,17,64,0,8,409.868003
88184,5,97,3,2,240.176533
60252,10,8,0,1,182.436205
80985,0,52,0,1,124.933587
36088,16,31,0,9,345.6
99845,23,25,1,8,528.0
29822,17,44,0,2,292.8
40803,8,19,3,2,122.912377
71134,21,95,3,8,196.37368
36088,16,31,0,9,345.6
29431,29,35,0,2,237.896227
68073,16,63,0,8,547.2
17937,1,27,0,2,312.0
23376,19,18,0,1,374.4
21986,1,9,0,1,333.696228
23032,30,22,0,7,427.2
32114,22,50,0,1,445.29049
13330,33,74,0,1,561.6
44934,9,60,0,4,357.926979
96137,17,34,2,1,67.490616
40864,16,70,1,1,166.937747
22668,5,34,1,2,33.718553
90751,2,22,1,8,315.826382
44186,9,96,2,2,295.04969
92678,0,67,0,3,34.689611
74257,16,91,0,3,214.586742
99981,2,22,0,1,204.872273
0,26,89,0,6,655.2
19591,8,79,0,4,95.925021
29095,2,80,0,1,664.280864
0,25,15,0,1,389.750793
60880,25,89,0,2,109.906628
61785,31,47,0,5,271.10697
44428,17,61,0,2,499.2
95697,29,29,0,9,178.006524
18064,10,45,2,1,182.964184
74720,15,99,0,3,200.812425
22594,22,41,0,3,321.6
40987,6,15,0,1,329.013275
24561,1,31,0,2,853.473552
76456,27,34,1,2,42.693918
65828,22,3,0,1,297.6
0,0,48,1,5,489.6
63621,8,48,0,5,444.620265
10074,33,42,0,1,108.995934
78965,3,78,0,2,145.587985
0,16,57,0,2,479.028818
23604,4,86,0,8,460.8
99205,7,21,0,1,323.246017
0,4,60,0,3,441.6
0,6,71,2,1,433.160284
55350,0,13,0,9,321.6
21052,12,55,0,5,453.578343
0,5,64,0,2,496.8
24664,12,15,0,2,496.8
45225,15,83,0,1,209.176923
30430,6,77,0,2,425.662574
35149,26,33,0,1,120.477298
16513,23,37,0,6,340.8
10892,16,9,0,3,316.8
37995,16,50,0,1,667.2
54704,6,75,0,1,468.176056
25381,22,62,0,2,340.8
0,5,75,0,1,355.2
18150,17,34,0,2,220.304649
29735,3,92,0,1,331.2
77156,30,39,0,7,445.817914
88782,6,38,0,1,357.757645
51489,14,10,0,1,236.739322
16972,17,89,0,5,600.0
99359,16,19,0,9,233.265397
58289,18,92,4,1,297.6
45173,20,57,0,2,1286.4
93246,31,24,0,2,41.628869
43758,16,29,0,1,1129.929433
75651,23,60,0,2,375.11129
0,13,91,0,2,321.6
36938,32,31,0,3,244.801119
50843,12,65,0,3,393.6
21907,6,47,0,3,2.96438
77846,8,45,0,1,342.471939
20228,3,43,1,2,523.815839
97030,14,24,0,2,416.637499
80864,5,30,0,1,618.210272
48197,10,61,0,6,508.8
70837,7,19,4,3,362.743231
