state,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy,vehicle_class,vehicle_size
Nevada,Basic,Master,2011-01-26,Other,F,Rural,Married,Personal L3,Two-Door Car,Medsize
Washington,Basic,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Personal L1,SUV,Medsize
Oregon,Premium,High School or Below,2011-02-23,Employed,M,Suburban,Married,Personal L3,Four-Door Car,Medsize
Arizona,Extended,High School or Below,2011-02-04,Unemployed,F,Suburban,Married,Personal L3,Sports Car,Small
Washington,Extended,Bachelor,2011-02-06,Employed,F,Suburban,Married,Personal L2,SUV,Medsize
Oregon,Basic,Master,2011-02-10,Other,M,Rural,Married,Special L3,Two-Door Car,Medsize
Arizona,Premium,College,2011-01-02,Employed,M,Suburban,Divorced,Corporate L2,Four-Door Car,Medsize
Arizona,Premium,High School or Below,2011-02-10,Employed,F,Rural,Married,Personal L3,Four-Door Car,Medsize
California,Extended,College,2011-01-19,Unemployed,M,Suburban,Single,Personal L3,Two-Door Car,Medsize
Oregon,Extended,High School or Below,2011-02-23,Employed,F,Suburban,Married,Personal L3,Two-Door Car,Medsize
Nevada,Extended,College,2011-01-07,Unemployed,M,Urban,Single,Personal L2,Four-Door Car,Medsize
California,Basic,Bachelor,2011-01-14,Unemployed,M,Suburban,Married,Personal L2,Two-Door Car,Medsize
Nevada,Basic,High School or Below,2011-02-15,Employed,M,Suburban,Married,Personal L3,Four-Door Car,Small
Washington,Basic,Bachelor,2011-02-24,Employed,M,Suburban,Married,Personal L1,Two-Door Car,Medsize
Washington,Premium,Bachelor,2011-02-02,Employed,M,Rural,Single,Personal L2,Two-Door Car,Medsize
Arizona,Extended,High School or Below,2011-01-07,Employed,F,Suburban,Married,Personal L3,Four-Door Car,Medsize
Arizona,Basic,Bachelor,2011-02-28,Employed,F,Suburban,Married,Corporate L3,Four-Door Car,Medsize
California,Basic,Bachelor,2011-02-17,Unemployed,M,Suburban,Single,Personal L2,Four-Door Car,Medsize
California,Basic,High School or Below,2011-02-12,Unemployed,M,Suburban,Married,Personal L1,Sports Car,Medsize
Washington,Basic,College,2011-01-09,Employed,M,Urban,Married,Personal L2,Four-Door Car,Large
Oregon,Premium,Bachelor,2011-01-10,Employed,F,Suburban,Married,Personal L1,Four-Door Car,Medsize
California,Extended,High School or Below,2011-01-08,Employed,M,Urban,Married,Personal L2,Four-Door Car,Large
Oregon,Extended,Master,2011-01-25,Employed,M,Rural,Married,Personal L3,Luxury,Medsize
Arizona,Basic,Bachelor,2011-01-27,Unemployed,F,Suburban,Single,Corporate L2,Four-Door Car,Small
Oregon,Premium,High School or Below,2011-01-12,Other,F,Rural,Married,Personal L2,Two-Door Car,Large
Arizona,Basic,Doctor,2011-01-16,Employed,M,Rural,Single,Special L2,Four-Door Car,Medsize
California,Basic,College,2011-01-22,Employed,M,Suburban,Married,Personal L3,SUV,Medsize
Washington,Basic,Bachelor,2011-01-13,Unemployed,F,Rural,Married,Special L2,Four-Door Car,Medsize
Arizona,Basic,College,2011-02-11,Employed,M,Suburban,Married,Personal L1,Four-Door Car,Small
Oregon,Premium,High School or Below,2011-01-04,Unemployed,M,Suburban,Divorced,Corporate L3,Four-Door Car,Medsize
California,Basic,College,2011-01-29,Employed,M,Suburban,Married,Personal L3,Four-Door Car,Medsize
Nevada,Basic,Bachelor,2011-02-28,Employed,M,Rural,Married,Corporate L3,Four-Door Car,Medsize
Oregon,Basic,High School or Below,2011-02-04,Other,M,Suburban,Married,Personal L2,Sports Car,Medsize
Washington,Basic,College,2011-02-02,Employed,F,Rural,Married,Personal L1,SUV,Small
Oregon,Extended,Bachelor,2011-01-03,Unemployed,F,Suburban,Single,Personal L1,Four-Door Car,Medsize
Washington,Basic,College,2011-02-21,Unemployed,F,Suburban,Divorced,Corporate L3,SUV,Medsize
California,Basic,Bachelor,2011-02-01,Unemployed,M,Suburban,Married,Corporate L1,SUV,Medsize
Oregon,Extended,College,2011-01-01,Employed,M,Urban,Single,Personal L3,SUV,Medsize
Oregon,Premium,Bachelor,2011-02-28,Employed,F,Rural,Divorced,Personal L3,Four-Door Car,Medsize
California,Basic,Bachelor,2011-01-12,Employed,F,Suburban,Married,Corporate L2,Four-Door Car,Small
Oregon,Basic,Bachelor,2011-02-13,Employed,M,Rural,Married,Personal L2,Four-Door Car,Small
Oregon,Basic,High School or Below,2011-01-29,Employed,F,Urban,Married,Personal L3,SUV,Medsize
California,Basic,High School or Below,2011-02-13,Employed,M,Rural,Married,Corporate L2,Four-Door Car,Medsize
Oregon,Basic,Doctor,2011-01-22,Employed,F,Urban,Married,Personal L3,SUV,Small
Oregon,Premium,Master,2011-01-25,Employed,F,Suburban,Divorced,Corporate L3,Four-Door Car,Medsize
Oregon,Premium,Bachelor,2011-02-23,Unemployed,M,Suburban,Single,Personal L3,SUV,Medsize
Oregon,Extended,College,2011-02-18,Employed,F,Rural,Married,Corporate L3,SUV,Medsize
California,Extended,Bachelor,2011-01-03,Employed,F,Suburban,Married,Personal L3,Two-Door Car,Small
California,Extended,Bachelor,2011-01-09,Employed,F,Suburban,Single,Personal L2,SUV,Medsize
California,Basic,Master,2011-01-03,Employed,F,Rural,Married,Personal L3,Four-Door Car,Large
Arizona,Basic,College,2011-02-21,Employed,F,Rural,Married,Corporate L3,SUV,Small
Arizona,Basic,Doctor,2011-02-22,Employed,F,Urban,Married,Personal L1,Four-Door Car,Medsize
Oregon,Basic,Bachelor,2011-01-09,Unemployed,M,Suburban,Single,Corporate L3,Four-Door Car,Medsize
California,Basic,College,2011-02-07,Unemployed,F,Suburban,Single,Personal L2,Four-Door Car,Medsize
California,Extended,Bachelor,2011-02-26,Employed,M,Suburban,Married,Personal L2,Four-Door Car,Medsize
California,Basic,College,2011-01-30,Unemployed,M,Suburban,Married,Personal L3,SUV,Medsize
Nevada,Extended,High School or Below,2011-02-28,Unemployed,F,Suburban,Single,Personal L2,Four-Door Car,Small
Nevada,Basic,Bachelor,2011-02-20,Employed,F,Rural,Married,Corporate L1,Four-Door Car,Medsize
Oregon,Basic,College,2011-01-20,Employed,F,Urban,Divorced,Personal L2,Four-Door Car,Medsize
California,Extended,Bachelor,2011-01-22,Employed,M,Suburban,Single,Personal L1,Two-Door Car,Medsize
California,Basic,High School or Below,2011-01-06,Unemployed,M,Suburban,Single,Personal L3,Four-Door Car,Medsize
California,Basic,High School or Below,2011-02-06,Unemployed,F,Suburban,Married,Corporate L1,SUV,Medsize
California,Basic,College,2011-02-02,Employed,F,Suburban,Divorced,Personal L1,Two-Door Car,Medsize
Oregon,Extended,High School or Below,2011-02-23,Unemployed,M,Suburban,Married,Personal L1,Four-Door Car,Medsize
Arizona,Basic,College,2011-01-07,Employed,F,Suburban,Married,Personal L2,Four-Door Car,Small
Arizona,Basic,High School or Below,2011-02-27,Unemployed,M,Suburban,Married,Personal L3,Two-Door Car,Medsize
California,Basic,College,2011-01-21,Employed,M,Suburban,Married,Personal L2,Four-Door Car,Large
California,Basic,Bachelor,2011-02-04,Employed,M,Rural,Married,Corporate L2,Four-Door Car,Medsize
Arizona,Basic,Bachelor,2011-01-08,Unemployed,F,Rural,Married,Personal L2,Four-Door Car,Medsize
California,Extended,College,2011-02-04,Employed,M,Rural,Married,Personal L1,Two-Door Car,Medsize
California,Basic,High School or Below,2011-01-15,Unemployed,F,Suburban,Single,Personal L1,SUV,Medsize
California,Premium,High School or Below,2011-02-07,Employed,M,Suburban,Married,Personal L3,SUV,Small
Oregon,Basic,High School or Below,2011-02-19,Unemployed,M,Suburban,Single,Personal L3,Four-Door Car,Medsize
California,Basic,High School or Below,2011-02-09,Unemployed,F,Suburban,Single,Personal L3,Four-Door Car,Medsize
California,Basic,High School or Below,2011-02-05,Employed,F,Suburban,Single,Personal L3,Four-Door Car,Medsize
Nevada,Basic,Bachelor,2011-01-15,Unemployed,F,Suburban,Single,Personal L1,Four-Door Car,Large
Oregon,Basic,High School or Below,2011-02-06,Other,M,Suburban,Married,Personal L1,Four-Door Car,Medsize
Washington,Basic,Master,2011-02-27,Other,M,Urban,Divorced,Personal L3,Four-Door Car,Medsize
Nevada,Extended,Bachelor,2011-01-17,Employed,F,Rural,Married,Personal L3,Four-Door Car,Medsize
Oregon,Extended,College,2011-01-07,Employed,F,Suburban,Married,Corporate L2,Four-Door Car,Medsize
California,Premium,College,2011-01-03,Other,F,Rural,Married,Personal L3,Four-Door Car,Medsize
Arizona,Basic,College,2011-01-26,Employed,F,Urban,Married,Corporate L3,Four-Door Car,Medsize
California,Basic,High School or Below,2011-01-07,Unemployed,F,Suburban,Single,Corporate L3,Four-Door Car,Small
Washington,Basic,Master,2011-01-14,Employed,F,Rural,Married,Personal L3,Two-Door Car,Medsize
Washington,Basic,High School or Below,2011-02-20,Unemployed,F,Suburban,Married,Personal L3,Four-Door Car,Large
California,Basic,High School or Below,2011-01-01,Employed,M,Suburban,Married,Personal L3,Two-Door Car,Small
Oregon,Basic,Master,2011-01-10,Employed,F,Urban,Divorced,Personal L2,SUV,Medsize
California,Premium,High School or Below,2011-01-27,Unemployed,F,Suburban,Single,Personal L3,SUV,Medsize
Nevada,Basic,College,2011-02-07,Employed,F,Suburban,Single,Personal L2,Four-Door Car,Medsize
California,Basic,Doctor,2011-01-25,Employed,M,Suburban,Married,Personal L3,Four-Door Car,Small
Nevada,Basic,College,2011-02-11,Unemployed,M,Suburban,Single,Personal L1,Four-Door Car,Medsize
Arizona,Extended,Bachelor,2011-01-19,Unemployed,F,Suburban,Married,Personal L1,Four-Door Car,Small
California,Basic,Bachelor,2011-02-04,Unemployed,F,Suburban,Single,Personal L2,Sports Car,Large
Oregon,Basic,Bachelor,2011-02-09,Other,M,Suburban,Single,Personal L2,Four-Door Car,Medsize
California,Basic,High School or Below,2011-02-20,Other,M,Suburban,Married,Special L3,Four-Door Car,Large
Arizona,Extended,Bachelor,2011-02-04,Employed,M,Suburban,Divorced,Corporate L2,Four-Door Car,Small
California,Premium,College,2011-01-08,Employed,F,Urban,Single,Personal L3,SUV,Small
California,Basic,College,2011-02-02,Other,F,Suburban,Married,Corporate L3,Four-Door Car,Medsize
Oregon,Basic,Bachelor,2011-02-07,Employed,F,Rural,Married,Personal L3,Four-Door Car,Medsize
Oregon,Extended,Master,2011-01-10,Employed,F,Rural,Married,Corporate L2,Four-Door Car,Large
California,Basic,Bachelor,2011-01-26,Employed,M,Suburban,Married,Personal L1,Two-Door Car,Medsize
California,Basic,High School or Below,2011-02-01,Unemployed,F,Suburban,Single,Personal L1,Sports Car,Medsize
Arizona,Basic,Bachelor,2011-01-28,Other,M,Suburban,Single,Corporate L3,Four-Door Car,Medsize
California,Basic,Bachelor,2011-01-11,Employed,F,Suburban,Divorced,Personal L3,SUV,Medsize
Oregon,Basic,Master,2011-02-03,Employed,F,Rural,Married,Personal L3,Two-Door Car,Medsize
Arizona,Extended,College,2011-02-04,Employed,M,Rural,Married,Special L3,SUV,Small
California,Basic,High School or Below,2011-02-14,Other,F,Suburban,Married,Personal L2,SUV,Medsize
California,Premium,Bachelor,2011-01-24,Employed,F,Suburban,Married,Personal L2,SUV,Medsize
Nevada,Basic,High School or Below,2011-02-23,Other,F,Suburban,Single,Personal L3,Two-Door Car,Medsize
California,Extended,College,2011-02-12,Employed,F,Suburban,Divorced,Corporate L3,Four-Door Car,Medsize
Arizona,Extended,College,2011-01-05,Employed,M,Urban,Married,Personal L1,Four-Door Car,Medsize
Arizona,Basic,Bachelor,2011-02-14,Employed,F,Urban,Married,Special L3,Four-Door Car,Medsize
Washington,Basic,College,2011-02-02,Employed,F,Suburban,Married,Personal L2,Two-Door Car,Medsize
Arizona,Basic,College,2011-01-23,Employed,F,Suburban,Married,Personal L3,SUV,Small
Washington,Premium,Doctor,2011-01-05,Employed,M,Suburban,Married,Personal L2,Two-Door Car,Small
Oregon,Basic,College,2011-02-24,Employed,F,Suburban,Single,Personal L3,SUV,Medsize
Washington,Basic,High School or Below,2011-01-10,Employed,F,Urban,Married,Corporate L2,Two-Door Car,Medsize
Oregon,Extended,Bachelor,2011-02-13,Other,M,Urban,Single,Personal L2,Four-Door Car,Medsize
California,Basic,College,2011-01-20,Other,M,Suburban,Married,Personal L3,Sports Car,Medsize
California,Basic,Master,2011-02-05,Employed,F,Rural,Single,Personal L2,Four-Door Car,Medsize
California,Basic,Master,2011-01-07,Employed,M,Urban,Married,Personal L1,Four-Door Car,Medsize
California,Basic,Bachelor,2011-02-27,Employed,M,Rural,Married,Corporate L3,Four-Door Car,Large
California,Extended,College,2011-01-08,Unemployed,F,Suburban,Single,Personal L1,Four-Door Car,Small
Nevada,Basic,Bachelor,2011-01-06,Unemployed,M,Suburban,Single,Personal L2,Two-Door Car,Medsize
Washington,Premium,Bachelor,2011-02-03,Employed,F,Rural,Divorced,Corporate L1,Four-Door Car,Medsize
Oregon,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Divorced,Corporate L3,Four-Door Car,Medsize
Oregon,Basic,Bachelor,2011-02-23,Employed,M,Rural,Single,Personal L2,Two-Door Car,Small
Arizona,Basic,Bachelor,2011-01-26,Employed,F,Urban,Married,Corporate L3,SUV,Small
Nevada,Premium,High School or Below,2011-02-01,Employed,F,Suburban,Single,Personal L1,Four-Door Car,Medsize
Oregon,Basic,High School or Below,2011-02-14,Employed,M,Suburban,Divorced,Personal L3,Four-Door Car,Medsize
Washington,Basic,Bachelor,2011-01-13,Employed,M,Suburban,Divorced,Personal L3,Four-Door Car,Medsize
Washington,Extended,Bachelor,2011-01-24,Other,F,Suburban,Divorced,Corporate L2,SUV,Medsize
Oregon,Extended,College,2011-01-17,Unemployed,M,Suburban,Single,Special L1,Four-Door Car,Medsize
Arizona,Basic,College,2011-01-15,Unemployed,F,Suburban,Single,Personal L2,Four-Door Car,Medsize
Nevada,Extended,Bachelor,2011-02-18,Employed,F,Rural,Married,Personal L3,Luxury,Small
California,Extended,High School or Below,2011-01-06,Employed,F,Rural,Married,Personal L3,SUV,Medsize
Oregon,Basic,High School or Below,2011-01-14,Employed,M,Rural,Single,Corporate L3,Four-Door Car,Medsize
California,Basic,Master,2011-02-06,Unemployed,F,Suburban,Married,Personal L3,Sports Car,Large
Arizona,Basic,High School or Below,2011-01-14,Employed,F,Suburban,Married,Personal L1,Sports Car,Medsize
California,Basic,High School or Below,2011-01-24,Unemployed,M,Suburban,Married,Personal L1,Luxury,Large
Oregon,Premium,College,2011-01-26,Employed,M,Urban,Married,Personal L3,SUV,Medsize
California,Basic,College,2011-01-15,Employed,F,Urban,Married,Personal L3,Four-Door Car,Medsize
Oregon,Basic,Master,2011-01-22,Employed,F,Suburban,Married,Corporate L2,Four-Door Car,Medsize
California,Basic,High School or Below,2011-02-09,Unemployed,F,Suburban,Divorced,Personal L3,Two-Door Car,Medsize
Arizona,Extended,College,2011-02-16,Other,F,Suburban,Divorced,Personal L2,Four-Door Car,Medsize
Oregon,Basic,College,2011-02-26,Unemployed,F,Suburban,Single,Special L1,Sports Car,Medsize
Washington,Basic,Bachelor,2011-01-24,Employed,M,Suburban,Married,Personal L1,Four-Door Car,Medsize
Oregon,Basic,Bachelor,2011-01-28,Unemployed,M,Suburban,Single,Corporate L2,Four-Door Car,Medsize
Nevada,Basic,College,2011-02-03,Other,M,Suburban,Married,Personal L1,Luxury,Large
Oregon,Basic,Master,2011-01-27,Employed,M,Suburban,Married,Personal L3,SUV,Medsize
Oregon,Extended,College,2011-02-04,Unemployed,M,Suburban,Married,Personal L2,Sports Car,Medsize
Oregon,Basic,College,2011-02-22,Employed,F,Suburban,Married,Personal L3,Four-Door Car,Small
Arizona,Extended,High School or Below,2011-01-19,Unemployed,M,Suburban,Single,Personal L3,Sports Car,Small
Oregon,Basic,College,2011-01-05,Employed,F,Rural,Married,Personal L2,Two-Door Car,Medsize
Oregon,Premium,High School or Below,2011-02-03,Unemployed,F,Suburban,Married,Personal L2,Four-Door Car,Medsize
California,Extended,Bachelor,2011-01-18,Employed,M,Rural,Married,Personal L3,Luxury,Small
Arizona,Extended,Master,2011-01-09,Employed,F,Urban,Married,Personal L3,SUV,Medsize
Oregon,Basic,Master,2011-02-03,Employed,M,Urban,Married,Personal L1,Two-Door Car,Medsize
Oregon,Extended,High School or Below,2011-02-18,Other,M,Suburban,Divorced,Corporate L3,SUV,Medsize
Oregon,Premium,High School or Below,2011-01-08,Employed,M,Suburban,Married,Corporate L1,SUV,Medsize
Washington,Basic,College,2011-02-07,Unemployed,M,Suburban,Married,Personal L2,Two-Door Car,Large
Washington,Basic,College,2011-01-22,Employed,F,Suburban,Single,Personal L1,Two-Door Car,Medsize
California,Premium,College,2011-01-03,Employed,M,Suburban,Married,Personal L1,Four-Door Car,Medsize
Oregon,Extended,Master,2011-01-20,Employed,F,Suburban,Single,Corporate L3,Sports Car,Medsize
Washington,Extended,Bachelor,2011-02-03,Employed,F,Suburban,Single,Corporate L2,SUV,Medsize
California,Basic,Doctor,2011-02-07,Unemployed,M,Suburban,Married,Personal L3,Luxury,Large
Washington,Basic,College,2011-02-09,Employed,F,Suburban,Divorced,Personal L3,Two-Door Car,Medsize
Oregon,Extended,Bachelor,2011-02-26,Employed,F,Rural,Married,Personal L1,Four-Door Car,Large
Nevada,Basic,High School or Below,2011-02-14,Employed,M,Rural,Married,Personal L3,Sports Car,Medsize
Oregon,Extended,College,2011-01-02,Unemployed,F,Suburban,Single,Personal L3,Four-Door Car,Large
Washington,Premium,College,2011-01-03,Other,M,Suburban,Married,Corporate L1,Four-Door Car,Small
Nevada,Basic,High School or Below,2011-02-27,Unemployed,M,Suburban,Single,Personal L1,Two-Door Car,Medsize
Oregon,Extended,College,2011-01-15,Unemployed,M,Suburban,Married,Personal L3,SUV,Medsize
Oregon,Basic,High School or Below,2011-01-02,Unemployed,F,Suburban,Married,Personal L2,Four-Door Car,Medsize
Arizona,Extended,College,2011-01-31,Employed,F,Rural,Single,Personal L2,Sports Car,Small
California,Basic,Bachelor,2011-01-16,Other,F,Suburban,Divorced,Corporate L3,Four-Door Car,Medsize
California,Extended,High School or Below,2011-02-18,Unemployed,M,Suburban,Single,Personal L3,Four-Door Car,Medsize
California,Basic,High School or Below,2011-01-02,Employed,M,Suburban,Married,Special L1,SUV,Medsize
Nevada,Extended,Bachelor,2011-01-20,Unemployed,M,Suburban,Single,Corporate L3,Four-Door Car,Small
Washington,Basic,Bachelor,2011-01-27,Employed,M,Rural,Single,Personal L2,SUV,Medsize
Oregon,Basic,Bachelor,2011-01-26,Other,F,Suburban,Married,Personal L3,Sports Car,Medsize
Oregon,Basic,Bachelor,2011-02-15,Other,M,Suburban,Married,Personal L3,SUV,Medsize
Oregon,Basic,High School or Below,2011-01-07,Unemployed,F,Suburban,Single,Personal L3,Four-Door Car,Large
Nevada,Extended,Master,2011-01-10,Employed,M,Rural,Single,Corporate L2,Four-Door Car,Small
Nevada,Basic,College,2011-02-20,Employed,M,Suburban,Divorced,Personal L1,Four-Door Car,Medsize
Oregon,Basic,Bachelor,2011-01-18,Other,M,Suburban,Divorced,Corporate L1,Four-Door Car,Medsize
Nevada,Extended,Doctor,2011-01-24,Unemployed,M,Urban,Married,Corporate L3,Two-Door Car,Medsize
California,Extended,Bachelor,2011-01-08,Employed,F,Suburban,Married,Personal L2,Sports Car,Medsize
California,Basic,High School or Below,2011-02-09,Employed,M,Suburban,Single,Corporate L1,Four-Door Car,Medsize
California,Extended,Bachelor,2011-02-16,Other,F,Urban,Married,Corporate L3,Two-Door Car,Large
Oregon,Basic,High School or Below,2011-01-10,Employed,F,Urban,Divorced,Personal L3,Four-Door Car,Medsize
California,Basic,College,2011-02-28,Other,F,Suburban,Married,Personal L1,SUV,Medsize
Nevada,Basic,College,2011-01-22,Unemployed,M,Suburban,Single,Personal L3,Four-Door Car,Medsize
Arizona,Basic,Doctor,2011-01-05,Employed,M,Urban,Married,Personal L2,Sports Car,Medsize
